Achromobacter_insuavis	GCF_000219745.1_ASM21974v1_genomic
Neisseria_subflava	GCF_000173955.1_ASM17395v1_genomic
Neisseria_wadsworthii	GCF_000227765.1_ASM22776v1_genomic
Neisseria_weaveri	GCF_900086555.1_34903_D01_genomic
Neisseria_zoodegmatis	GCF_900187305.1_51470_F02_genomic
Proteus_hauseri	GCF_000497855.1_version_3_of_Proteus_hauseri_genome_genomic
Proteus_penneri	GCF_000155835.1_ASM15583v1_genomic
Proteus_vulgaris	GCF_001281565.1_ASM128156v1_genomic
Pseudomonas_abietaniphila	GCF_900100795.1_IMG-taxon_2667527211_annotated_assembly_genomic
Pseudomonas_acidophila	GCF_002362315.1_ASM236231v1_genomic
Pseudomonas_aeruginosa	GCF_000006765.1_ASM676v1_genomic
Pseudomonas_aestusnigri	GCF_002197985.1_ASM219798v1_genomic
Pseudomonas_agarici	GCF_001543125.1_ASM154312v1_genomic
Pseudomonas_alcaligenes	GCF_001597285.1_ASM159728v1_genomic
Pseudomonas_alcaliphila	GCF_001941865.1_ASM194186v1_genomic
Pseudomonas_alkylphenolica	GCF_000746525.1_ASM74652v1_genomic
Pseudomonas_amygdali	GCF_002068135.1_ASM206813v1_genomic
Pseudomonas_anguilliseptica	GCF_900105355.1_IMG-taxon_2687453785_annotated_assembly_genomic
Pseudomonas_antarctica	GCF_900103795.1_IMG-taxon_2636416078_annotated_assembly_genomic
Pseudomonas_argentinensis	GCF_900113905.1_IMG-taxon_2671180085_annotated_assembly_genomic
Pseudomonas_arsenicoxydans	GCF_900103875.1_IMG-taxon_2636416065_annotated_assembly_genomic
Pseudomonas_asplenii	GCF_900105475.1_IMG-taxon_2667527430_annotated_assembly_genomic
Pseudomonas_asturiensis	GCF_900143095.1_IMG-taxon_2663762795_annotated_assembly_genomic
Pseudomonas_avellanae	GCF_000302915.1_Pav631_1.0_genomic
Pseudomonas_azotifigens	GCF_000425625.1_ASM42562v1_genomic
Pseudomonas_azotoformans	GCF_001579805.1_ASM157980v1_genomic
Pseudomonas_balearica	GCF_000818015.1_ASM81801v1_genomic
Pseudomonas_batumici	GCF_000820515.1_ASM82051v1_genomic
Pseudomonas_bauzanensis	GCF_900111225.1_IMG-taxon_2671180106_annotated_assembly_genomic
Pseudomonas_benzenivorans	GCF_900100495.1_IMG-taxon_2663762779_annotated_assembly_genomic
Pseudomonas_borbori	GCF_900115555.1_IMG-taxon_2671180032_annotated_assembly_genomic
Pseudomonas_brassicacearum	GCF_000194805.1_ASM19480v1_genomic
Pseudomonas_brenneri	GCF_900105815.1_IMG-taxon_2639762518_annotated_assembly_genomic
Pseudomonas_caeni	GCF_000421765.1_ASM42176v1_genomic
Pseudomonas_canadensis	GCF_000503215.1_Pseudomonas_sp_2-92_R01_genomic
Pseudomonas_cannabina	GCF_900100365.1_IMG-taxon_2667527432_annotated_assembly_genomic
Pseudomonas_capeferrum	GCF_000731675.1_ASM73167v1_genomic
Pseudomonas_caricapapayae	GCF_001400735.1_PcaICMP2855_genomic
Pseudomonas_caspiana	GCF_002158995.1_ASM215899v1_genomic
Pseudomonas_cedrina	GCF_900104915.1_IMG-taxon_2636416193_annotated_assembly_genomic
Pseudomonas_cerasi	GCF_900074915.1_PCPL58T_genomic
Pseudomonas_chengduensis	GCF_900102635.1_IMG-taxon_2663762777_annotated_assembly_genomic
Pseudomonas_chloritidismutans	GCF_000495915.1_PseChl_genomic
Pseudomonas_chlororaphis	GCF_000698865.1_ASM69886v1_genomic
Pseudomonas_cichorii	GCF_000517305.1_ASM51730v1_genomic
Pseudomonas_citronellolis	GCF_001586155.1_ASM158615v1_genomic
Pseudomonas_coleopterorum	GCF_900105555.1_IMG-taxon_2675903003_annotated_assembly_genomic
Pseudomonas_composti	GCF_900115475.1_IMG-taxon_2663762774_annotated_assembly_genomic
Pseudomonas_congelans	GCF_900103225.1_IMG-taxon_2663762773_annotated_assembly_genomic
Pseudomonas_coronafaciens	GCF_001293935.1_Por36_1_genomic
Pseudomonas_corrugata	GCF_001708425.1_ASM170842v1_genomic
Pseudomonas_costantinii	GCF_900105935.1_IMG-taxon_2645728113_annotated_assembly_genomic
Pseudomonas_cremoricolorata	GCF_000759535.1_ASM75953v1_genomic
Pseudomonas_cuatrocienegasensis	GCF_900110925.1_IMG-taxon_2663763600_annotated_assembly_genomic
Pseudomonas_deceptionensis	GCF_900106095.1_IMG-taxon_2636416038_annotated_assembly_genomic
Pseudomonas_delhiensis	GCF_900187975.1_IMG-taxon_2706795031_annotated_assembly_genomic
Pseudomonas_denitrificans	GCF_001065055.1_ASM106505v1_genomic
Pseudomonas_donghuensis	GCF_000259195.1_LF10417_PSEudwD_genomic
Pseudomonas_endophytica	GCF_001411475.1_ASM141147v1_genomic
Pseudomonas_entomophila	GCF_000026105.1_ASM2610v1_genomic
Pseudomonas_extremaustralis	GCF_900102035.1_IMG-taxon_2667527225_annotated_assembly_genomic
Pseudomonas_extremorientalis	GCF_900104365.1_IMG-taxon_2639762715_annotated_assembly_genomic
Pseudomonas_ficuserectae	GCF_001400815.1_PfiICMP7848_genomic
Pseudomonas_flavescens	GCF_900100535.1_IMG-taxon_2663762794_annotated_assembly_genomic
Pseudomonas_flexibilis	GCF_000806415.1_ASM80641v1_genomic
Pseudomonas_floridae	GCF_002087235.1_ASM208723v1_genomic
Pseudomonas_fluorescens	GCF_000237065.1_ASM23706v1_genomic
Pseudomonas_formosensis	GCF_900115905.1_IMG-taxon_2663762775_annotated_assembly_genomic
Pseudomonas_fragi	GCF_001543265.1_ASM154326v1_genomic
Pseudomonas_frederiksbergensis	GCF_002355315.1_ASM235531v1_genomic
Pseudomonas_fulva	GCF_000213805.1_ASM21380v1_genomic
Pseudomonas_fuscovaginae	GCF_900108595.1_IMG-taxon_2667527230_annotated_assembly_genomic
Pseudomonas_gessardii	GCF_900101185.1_IMG-taxon_2636416191_annotated_assembly_genomic
Pseudomonas_gingeri	GCF_000280765.1_ASM28076v1_genomic
Pseudomonas_graminis	GCF_002093745.1_ASM209374v1_genomic
Pseudomonas_granadensis	GCF_900105485.1_IMG-taxon_2667527397_annotated_assembly_genomic
Pseudomonas_grimontii	GCF_900101085.1_IMG-taxon_2639762651_annotated_assembly_genomic
Pseudomonas_guangdongensis	GCF_900105885.1_IMG-taxon_2667527223_annotated_assembly_genomic
Pseudomonas_guariconensis	GCF_900102675.1_IMG-taxon_2663763604_annotated_assembly_genomic
Pseudomonas_guguanensis	GCF_900104265.1_IMG-taxon_2663762796_annotated_assembly_genomic
Pseudomonas_guineae	GCF_900113745.1_IMG-taxon_2667527413_annotated_assembly_genomic
Pseudomonas_helleri	GCF_001043025.1_MG221_genomic
Pseudomonas_hussainii	GCF_001885685.1_ASM188568v1_genomic
Pseudomonas_indica	GCF_002091635.1_ASM209163v1_genomic
Pseudomonas_japonica	GCF_900188455.1_IMG-taxon_2700988710_annotated_assembly_genomic
Pseudomonas_jessenii	GCF_900104905.1_IMG-taxon_2639762619_annotated_assembly_genomic
Pseudomonas_jinjuensis	GCF_900103845.1_IMG-taxon_2663762768_annotated_assembly_genomic
Pseudomonas_kilonensis	GCF_900105635.1_IMG-taxon_2639762655_annotated_assembly_genomic
Pseudomonas_knackmussii	GCF_000689415.1_PKB13_genomic
Pseudomonas_koreensis	GCF_001605965.1_ASM160596v1_genomic
Pseudomonas_kunmingensis	GCF_900114065.1_IMG-taxon_2663763606_annotated_assembly_genomic
Pseudomonas_kuykendallii	GCF_900106975.1_IMG-taxon_2671180037_annotated_assembly_genomic
Pseudomonas_lactis	GCF_001439845.1_MG336_genomic
Pseudomonas_libanensis	GCF_900101035.1_IMG-taxon_2636416169_annotated_assembly_genomic
Pseudomonas_lini	GCF_900104735.1_IMG-taxon_2636416176_annotated_assembly_genomic
Pseudomonas_linyingensis	GCF_900109175.1_IMG-taxon_2663762776_annotated_assembly_genomic
Pseudomonas_litoralis	GCF_900105005.1_IMG-taxon_2667527220_annotated_assembly_genomic
Pseudomonas_lundensis	GCF_900103705.1_IMG-taxon_2639762560_annotated_assembly_genomic
Pseudomonas_lutea	GCF_000759445.1_ASM75944v1_genomic
Pseudomonas_luteola	GCF_002091675.1_ASM209167v1_genomic
Pseudomonas_mandelii	GCF_900106065.1_IMG-taxon_2636416004_annotated_assembly_genomic
Pseudomonas_marginalis	GCF_900105325.1_IMG-taxon_2639762561_annotated_assembly_genomic
Pseudomonas_marincola	GCF_900116605.1_IMG-taxon_2663763603_annotated_assembly_genomic
Pseudomonas_massiliensis	GCF_000826105.1_Pseudomonas_massiliensis_CB1_genomic
Pseudomonas_mediterranea	GCF_900106005.1_IMG-taxon_2675902957_annotated_assembly_genomic
Pseudomonas_meliae	GCF_000935675.1_PMCFBP3225-G1_genomic
Pseudomonas_mendocina	GCF_000016565.1_ASM1656v1_genomic
Pseudomonas_migulae	GCF_900106025.1_IMG-taxon_2636416188_annotated_assembly_genomic
Pseudomonas_mohnii	GCF_900105115.1_IMG-taxon_2667527224_annotated_assembly_genomic
Pseudomonas_monteilii	GCF_001534745.1_ASM153474v1_genomic
Pseudomonas_moorei	GCF_900102045.1_IMG-taxon_2639762638_annotated_assembly_genomic
Pseudomonas_moraviensis	GCF_900105805.1_IMG-taxon_2639762633_annotated_assembly_genomic
Pseudomonas_mosselii	GCF_000498975.2_ASM49897v2_genomic
Pseudomonas_mucidolens	GCF_900106045.1_IMG-taxon_2667527233_annotated_assembly_genomic
Pseudomonas_nitroreducens	GCF_900188285.1_IMG-taxon_2671180175_annotated_assembly_genomic
Pseudomonas_oleovorans	GCF_000510765.1_ASM51076v1_genomic
Pseudomonas_orientalis	GCF_900105795.1_IMG-taxon_2636416190_annotated_assembly_genomic
Pseudomonas_oryzae	GCF_900104805.1_IMG-taxon_2667527434_annotated_assembly_genomic
Pseudomonas_oryzihabitans	GCF_001518815.1_ASM151881v1_genomic
Pseudomonas_otitidis	GCF_900111835.1_IMG-taxon_2663762781_annotated_assembly_genomic
Pseudomonas_pachastrellae	GCF_900114765.1_IMG-taxon_2663763599_annotated_assembly_genomic
Pseudomonas_palleroniana	GCF_900105975.1_IMG-taxon_2639762588_annotated_assembly_genomic
Pseudomonas_panacis	GCF_900104875.1_IMG-taxon_2642422516_annotated_assembly_genomic
Pseudomonas_panipatensis	GCF_900099785.1_IMG-taxon_2663762770_annotated_assembly_genomic
Pseudomonas_parafulva	GCF_000800255.1_ASM80025v1_genomic
Pseudomonas_paralactis	GCF_001439735.1_mG273_genomic
Pseudomonas_pelagia	GCF_000410875.1_KCCM90073_genomic
Pseudomonas_peli	GCF_900099645.1_IMG-taxon_2671180067_annotated_assembly_genomic
Pseudomonas_plecoglossicida	GCF_000831585.1_ASM83158v1_genomic
Pseudomonas_poae	GCF_000336465.1_ASM33646v1_genomic
Pseudomonas_pohangensis	GCF_900105995.1_IMG-taxon_2667527387_annotated_assembly_genomic
Pseudomonas_prosekii	GCF_900105155.1_IMG-taxon_2663762789_annotated_assembly_genomic
Pseudomonas_protegens	GCF_000397205.1_ASM39720v1_genomic
Pseudomonas_proteolytica	GCF_900105955.1_IMG-taxon_2639763197_annotated_assembly_genomic
Pseudomonas_pseudoalcaligenes	GCF_000297075.2_Ppseudo_final_genomic
Pseudomonas_psychrophila	GCF_900106105.1_IMG-taxon_2636416189_annotated_assembly_genomic
Pseudomonas_psychrotolerans	GCF_001913135.1_ASM191313v1_genomic
Pseudomonas_punonensis	GCF_900142655.1_IMG-taxon_2671180065_annotated_assembly_genomic
Pseudomonas_putida	GCF_000007565.2_ASM756v2_genomic
Pseudomonas_reinekei	GCF_900104125.1_IMG-taxon_2639762506_annotated_assembly_genomic
Pseudomonas_resinovorans	GCF_000412695.1_ASM41269v1_genomic
Pseudomonas_rhizosphaerae	GCF_000761155.1_ASM76115v1_genomic
Pseudomonas_rhodesiae	GCF_900105575.1_IMG-taxon_2639763190_annotated_assembly_genomic
Pseudomonas_sabulinigri	GCF_900105255.1_IMG-taxon_2675902958_annotated_assembly_genomic
Pseudomonas_sagittaria	GCF_900115715.1_IMG-taxon_2663762798_annotated_assembly_genomic
Pseudomonas_salegens	GCF_900105655.1_IMG-taxon_2667527386_annotated_assembly_genomic
Pseudomonas_salomonii	GCF_900107155.1_IMG-taxon_2663763605_annotated_assembly_genomic
Pseudomonas_saponiphila	GCF_900105185.1_IMG-taxon_2667528183_annotated_assembly_genomic
Pseudomonas_saudimassiliensis	GCF_000939975.1_PRJEB5504_assembly_1_genomic
Pseudomonas_saudiphocaensis	GCF_000756775.1_PRJEB6478_assembly_1_genomic
Pseudomonas_savastanoi	GCF_000164015.3_ASM16401v3_genomic
Pseudomonas_segetis	GCF_900188155.1_IMG-taxon_2671180091_annotated_assembly_genomic
Pseudomonas_seleniipraecipitans	GCF_900102335.1_IMG-taxon_2671180043_annotated_assembly_genomic
Pseudomonas_sihuiensis	GCF_900106015.1_IMG-taxon_2667527235_annotated_assembly_genomic
Pseudomonas_simiae	GCF_000698265.1_ASM69826v1_genomic
Pseudomonas_soli	GCF_900110655.1_IMG-taxon_2663762771_annotated_assembly_genomic
Pseudomonas_straminea	GCF_900112645.1_IMG-taxon_2663762767_annotated_assembly_genomic
Pseudomonas_stutzeri	GCF_000590475.1_ASM59047v1_genomic
Pseudomonas_synxantha	GCF_900105675.1_IMG-taxon_2667527385_annotated_assembly_genomic
Pseudomonas_syringae	GCF_000012245.1_ASM1224v1_genomic
Pseudomonas_taeanensis	GCF_000498575.2_MS-3_genomic
Pseudomonas_taetrolens	GCF_900104825.1_IMG-taxon_2639762632_annotated_assembly_genomic
Pseudomonas_taiwanensis	GCF_000425785.1_ASM42578v1_genomic
Pseudomonas_thermotolerans	GCF_000513835.1_ASM51383v1_genomic
Pseudomonas_thivervalensis	GCF_900102295.1_IMG-taxon_2639762509_annotated_assembly_genomic
Pseudomonas_tolaasii	GCF_002072675.1_ASM207267v1_genomic
Pseudomonas_toyotomiensis	GCF_000974625.1_ASM97462v1_genomic
Pseudomonas_tremae	GCF_001401155.1_PtrICMP9151_genomic
Pseudomonas_trivialis	GCF_001186335.1_ASM118633v1_genomic
Pseudomonas_umsongensis	GCF_900105285.1_IMG-taxon_2639762618_annotated_assembly_genomic
Pseudomonas_vancouverensis	GCF_900105825.1_IMG-taxon_2667527228_annotated_assembly_genomic
Pseudomonas_veronii	GCF_002028325.1_ASM202832v1_genomic
Pseudomonas_versuta	GCF_001294575.1_ASM129457v1_genomic
Pseudomonas_viridiflava	GCF_900184295.1_Chr_1_genomic
Pseudomonas_vranovensis	GCF_000425805.1_ASM42580v1_genomic
Pseudomonas_weihenstephanensis	GCF_001043055.1_MG339_genomic
Pseudomonas_xanthomarina	GCF_900108535.1_IMG-taxon_2675902960_annotated_assembly_genomic
Pseudomonas_xinjiangensis	GCF_900104945.1_IMG-taxon_2667527388_annotated_assembly_genomic
Pseudomonas_yamanorum	GCF_900105735.1_IMG-taxon_2667528168_annotated_assembly_genomic
Pseudomonas_yangmingensis	GCF_900114825.1_IMG-taxon_2663762769_annotated_assembly_genomic
Pseudomonas_zeshuii	GCF_900141925.1_IMG-taxon_2663762797_annotated_assembly_genomic
Ralstonia_eutropha	GCF_000009285.1_ASM928v2_genomic
Ralstonia_insidiosa	GCF_001653935.1_ASM165393v1_genomic
Ralstonia_mannitolilytica	GCF_001628775.1_ASM162877v1_genomic
Ralstonia_pickettii	GCF_000743455.1_RPT_genomic
Rhizobium_acidisoli	GCF_001297245.1_ASM129724v1_genomic
Rhizobium_aegyptiacum	GCF_001662105.1_ASM166210v1_genomic
Rhizobium_aethiopicum	GCF_900094625.1_IMG-taxon_2615840624_annotated_assembly_genomic
Rhizobium_alamii	GCF_000744505.1_ASM74450v1_genomic
Rhizobium_anhuiense	GCF_001632995.1_ASM163299v1_genomic
Rhizobium_arenae	GCF_001931685.1_ASM193168v1_genomic
Rhizobium_bangladeshense	GCF_001662055.1_ASM166205v1_genomic
Rhizobium_ecuadorense	GCF_001187535.1_ASM118753v1_genomic
Rhizobium_esperanzae	GCF_002204185.1_ASM220418v1_genomic
Rhizobium_etli	GCF_000020265.1_ASM2026v1_genomic
Rhizobium_favelukesii	GCF_000577275.1_LPU83_genomic
Rhizobium_flavum	GCF_002000045.1_ASM200004v1_genomic
Rhizobium_freirei	GCF_000359745.1_Rhizobium_sp._genomic
Rhizobium_gallicum	GCF_000816845.1_ASM81684v1_genomic
Rhizobium_giardinii	GCF_000379605.1_ASM37960v1_genomic
Rhizobium_grahamii	GCF_000298315.2_ASM29831v2_genomic
Rhizobium_hainanense	GCF_900094555.1_IMG-taxon_2615840609_annotated_assembly_genomic
Rhizobium_laguerreae	GCF_002008165.1_ASM200816v1_genomic
Rhizobium_larrymoorei	GCF_000518585.1_ASM51858v1_genomic
Rhizobium_leucaenae	GCF_000426285.1_ASM42628v1_genomic
Rhizobium_loessense	GCF_900099775.1_IMG-taxon_2596583570_annotated_assembly_genomic
Rhizobium_lusitanum	GCF_900094565.1_IMG-taxon_2615840626_annotated_assembly_genomic
Rhizobium_marinum	GCF_000705355.1_SOAPdenovo_for_version_1.05_of_Rhizobium_marinus_MGL06_genomic
Rhizobium_mesoamericanum	GCF_000312665.1_ASM31266v1_genomic
Rhizobium_miluonense	GCF_900094545.1_IMG-taxon_2617270742_annotated_assembly_genomic
Rhizobium_mongolense	GCF_000419765.1_ASM41976v1_genomic
Rhizobium_multihospitium	GCF_900094585.1_IMG-taxon_2615840698_annotated_assembly_genomic
Rhizobium_nepotum	GCF_000949865.1_ASM94986v1_genomic
Rhizobium_oryzae	GCF_900177415.1_IMG-taxon_2588254269_annotated_assembly_genomic
Rhizobium_oryziradicis	GCF_001939045.1_ASM193904v1_genomic
Rhizobium_phaseoli	GCF_000172715.2_ASM17271v2_genomic
Rhizobium_pusense	GCF_900102105.1_IMG-taxon_2671180227_annotated_assembly_genomic
Rhizobium_rhizogenes	GCF_000696095.1_ASM69609v1_genomic
Rhizobium_rhizosphaerae	GCF_001938945.1_ASM193894v1_genomic
Rhizobium_rubi	GCF_000739935.1_ASM73993v1_genomic
Rhizobium_selenitireducens	GCF_000518785.1_ASM51878v1_genomic
Rhizobium_sophorae	GCF_002008155.1_ASM200815v1_genomic
Rhizobium_sophoriradicis	GCF_002406505.1_JJW1_genomic
Rhizobium_sullae	GCF_000427985.1_ASM42798v1_genomic
Rhizobium_taibaishanense	GCF_001938985.1_ASM193898v1_genomic
Rhizobium_tibeticum	GCF_900110205.1_IMG-taxon_2671180023_annotated_assembly_genomic
Rhizobium_tropici	GCF_000330885.1_ASM33088v1_genomic
Rhizobium_undicola	GCF_000621665.1_ASM62166v1_genomic
Rhizobium_vignae	GCF_000732195.1_ASM73219v1_genomic
Rhizobium_yanglingense	GCA_002200935.1_ASM220093v1_genomic
Rhodococcus_aetherivorans	GCF_000982715.1_ASM98271v1_genomic
Rhodococcus_baikonurensis	GCF_001311605.1_ASM131160v1_genomic
Rhodococcus_coprophilus	GCF_001895045.1_ASM189504v1_genomic
Rhodococcus_corynebacterioides	GCF_001894765.1_ASM189476v1_genomic
Rhodococcus_defluvii	GCF_000738775.1_ASM73877v1_genomic
Rhodococcus_enclensis	GCF_001456965.1_ASM145696v1_genomic
Rhodococcus_fascians	GCF_001620305.1_ASM162030v1_genomic
Rhodococcus_globerulus	GCF_001894805.1_ASM189480v1_genomic
Rhodococcus_gordoniae	GCF_001646655.1_ASM164665v1_genomic
Rhodococcus_hoagii	GCF_000196695.1_ASM19669v1_genomic
Rhodococcus_imtechensis	GCF_000260815.1_ASM26081v1_genomic
Rhodococcus_jostii	GCF_000014565.1_ASM1456v1_genomic
Rhodococcus_koreensis	GCF_900105905.1_IMG-taxon_2634166362_annotated_assembly_genomic
Rhodococcus_kroppenstedtii	GCF_900111805.1_IMG-taxon_2693429870_annotated_assembly_genomic
Rhodococcus_kunmingensis	GCF_001646865.1_rk21_genomic
Rhodococcus_kyotonensis	GCF_001645385.1_ASM164538v1_genomic
Rhodococcus_maanshanensis	GCF_900109405.1_IMG-taxon_2675903023_annotated_assembly_genomic
Rhodococcus_marinonascens	GCF_001894885.1_ASM189488v1_genomic
Rhodococcus_opacus	GCF_001685605.1_ASM168560v1_genomic
Rhodococcus_phenolicus	GCF_001646785.1_ASM164678v1_genomic
Rhodococcus_pyridinivorans	GCF_002269365.1_ASM226936v1_genomic
Rhodococcus_qingshengii	GCF_001623435.1_ASM162343v1_genomic
Rhodococcus_rhodnii	GCF_001894925.1_ASM189492v1_genomic
Rhodococcus_rhodochrous	GCF_900187265.1_52295_G01_genomic
Rhodococcus_ruber	GCF_000347955.2_ASM34795v2_genomic
Rhodococcus_triatomae	GCF_900099725.1_IMG-taxon_2675903013_annotated_assembly_genomic
Rhodococcus_tukisamuensis	GCF_900101735.1_IMG-taxon_2675903015_annotated_assembly_genomic
Rhodococcus_wratislaviensis	GCF_000583735.1_ASM58373v1_genomic
Rhodococcus_yunnanensis	GCF_001895005.1_ASM189500v1_genomic
Rhodococcus_zopfii	GCF_001895025.1_ASM189502v1_genomic
Riemerella_columbina	GCF_000374405.1_ASM37440v1_genomic
Riemerella_columbipharyngis	GCF_900101995.1_IMG-taxon_2675903161_annotated_assembly_genomic
Rothia_aeria	GCA_002355935.1_ASM235593v1_genomic
Rothia_dentocariosa	GCF_000164695.2_ASM16469v2_genomic
Rothia_nasimurium	GCF_002087015.1_ASM208701v1_genomic
Ruegeria_arenilitoris	GCF_900185035.1_R.arenilitoris_CECT8715_Spades_Prokka_genomic
Ruegeria_atlantica	GCF_001458095.1_R.atlanticaCECT4293_SeqMan_Prokka_genomic
Ruegeria_conchae	GCF_000192475.1_ASM19247v1_genomic
Ruegeria_halocynthiae	GCF_000743705.1_ASM74370v1_genomic
Ruegeria_marina	GCF_900101475.1_IMG-taxon_2617270884_annotated_assembly_genomic
Ruegeria_marisrubri	GCF_001507595.1_ASM150759v1_genomic
Ruegeria_meonggei	GCF_900172215.1_R.meonggei_CECT8411_Spades_Prokka_genomic
Ruegeria_pomeroyi	GCF_000011965.2_ASM1196v2_genomic
Ruegeria_profundi	GCF_001507545.1_ASM150754v1_genomic
Salinispora_arenicola	GCF_000018265.1_ASM1826v1_genomic
Salinispora_pacifica	GCF_000383995.1_ASM38399v1_genomic
Salinispora_tropica	GCF_000016425.1_ASM1642v1_genomic
Serratia_ficaria	GCF_900187015.1_50465_F01_genomic
Serratia_fonticola	GCF_001006005.1_ASM100600v1_genomic
Serratia_grimesii	GCF_001590905.1_ASM159090v1_genomic
Serratia_liquefaciens	GCF_000975245.1_ASM97524v1_genomic
Serratia_nematodiphila	GCF_000738675.1_ASM73867v1_genomic
Serratia_odorifera	GCF_002206385.1_ASM220638v1_genomic
Serratia_oryzae	GCF_001976145.1_ASM197614v1_genomic
Serratia_plymuthica	GCF_000214235.1_ASM21423v1_genomic
Serratia_proteamaculans	GCF_000018085.1_ASM1808v1_genomic
Serratia_rubidaea	GCF_001572725.1_ASM157272v1_genomic
Serratia_symbiotica	GCF_000238975.1_ASM23897v1_genomic
Serratia_ureilytica	GCF_000988045.1_GFC_24_genomic
Sinorhizobium_americanum	GCF_000705595.2_ASM70559v2_genomic
Sinorhizobium_arboris	GCF_000427465.1_ASM42746v1_genomic
Sinorhizobium_fredii	GCF_000018545.1_ASM1854v1_genomic
Sinorhizobium_medicae	GCF_000017145.1_ASM1714v1_genomic
Sinorhizobium_saheli	GCF_001651875.1_ASM165187v1_genomic
Staphylococcus_agnetis	GCF_001442815.1_ASM144281v1_genomic
Staphylococcus_argenteus	GCF_001891145.1_ASM189114v1_genomic
Staphylococcus_arlettae	GCF_000295715.1_ASM29571v1_genomic
Staphylococcus_aureus	GCF_000013425.1_ASM1342v1_genomic
Staphylococcus_auricularis	GCF_001500315.1_ASM150031v1_genomic
Staphylococcus_capitis	GCF_001215085.1_CR03_genomic
Staphylococcus_caprae	GCF_000160215.1_ASM16021v1_genomic
Staphylococcus_carnosus	GCF_000009405.1_ASM940v1_genomic
Staphylococcus_chromogenes	GCF_000696815.1_SCHRMU_9701.0_genomic
Staphylococcus_cohnii	GCA_001990205.1_ASM199020v1_genomic
Staphylococcus_condimenti	GCF_001618885.1_ASM161888v1_genomic
Staphylococcus_delphini	GCF_002369695.1_ASM236969v1_genomic
Staphylococcus_epidermidis	GCA_000934225.1_ASM93422v1_genomic
Staphylococcus_equorum	GCF_001432245.1_ASM143224v1_genomic
Staphylococcus_fleurettii	GCF_002018435.1_ASM201843v1_genomic
Staphylococcus_gallinarum	GCF_000875895.1_ASM87589v1_genomic
Staphylococcus_haemolyticus	GCF_000972725.1_ASM97272v1_genomic
Staphylococcus_hominis	GCF_900006675.1_J31_HGAP2_genomic
Staphylococcus_hyicus	GCF_000816085.1_ASM81608v1_genomic
Staphylococcus_intermedius	GCF_002369755.1_ASM236975v1_genomic
Staphylococcus_lentus	GCF_900098655.1_15056_7_48_genomic
Staphylococcus_lugdunensis	GCF_000025085.1_ASM2508v1_genomic
Staphylococcus_lutrae	GCF_002101335.1_ASM210133v1_genomic
Staphylococcus_massiliensis	GCF_000298075.1_ASM29807v1_genomic
Staphylococcus_microti	GCF_000934465.1_ASM93446v1_genomic
Staphylococcus_muscae	GCF_900187005.1_50569_B01_genomic
Staphylococcus_pasteuri	GCF_000494875.1_ASM49487v1_genomic
Staphylococcus_pettenkoferi	GCF_002208805.1_ASM220880v1_genomic
Staphylococcus_piscifermentans	GCF_900186985.1_50377_C01_genomic
Staphylococcus_pseudintermedius	GCF_000185885.1_ASM18588v1_genomic
Staphylococcus_saccharolyticus	GCF_002276515.1_ASM227651v1_genomic
Staphylococcus_saprophyticus	GCF_001558375.1_ASM155837v1_genomic
Staphylococcus_schleiferi	GCF_001188855.1_ASM118885v1_genomic
Staphylococcus_schweitzeri	GCF_000751735.1_Sa_FSCB1B_genomic
Staphylococcus_sciuri	GCA_002072755.1_ASM207275v1_genomic
Staphylococcus_simiae	GCF_900187055.1_50377_D01_genomic
Staphylococcus_simulans	GCF_001559115.1_ASM155911v1_genomic
Staphylococcus_stepanovicii	GCF_900187075.1_50432_F01_genomic
Staphylococcus_succinus	GCF_001902315.1_ASM190231v1_genomic
Staphylococcus_vitulinus	GCF_000286335.1_StaVit1.0_genomic
Staphylococcus_warneri	GCF_001471795.1_ASM147179v1_genomic
Staphylococcus_xylosus	GCF_000709415.1_ASM70941v1_genomic
Stenotrophomonas_acidaminiphila	GCF_001314305.1_ASM131430v1_genomic
Stenotrophomonas_chelatiphaga	GCF_001431535.1_ASM143153v1_genomic
Stenotrophomonas_daejeonensis	GCF_001431505.1_ASM143150v1_genomic
Stenotrophomonas_ginsengisoli	GCF_001431485.1_ASM143148v1_genomic
Stenotrophomonas_humi	GCF_001431415.1_ASM143141v1_genomic
Stenotrophomonas_koreensis	GCF_001431525.1_ASM143152v1_genomic
Stenotrophomonas_nitritireducens	GCF_001700965.1_ASM170096v1_genomic
Stenotrophomonas_panacihumi	GCF_001431645.1_ASM143164v1_genomic
Stenotrophomonas_pavanii	GCF_900101175.1_IMG-taxon_2623620583_annotated_assembly_genomic
Stenotrophomonas_pictorum	GCF_001310775.1_ASM131077v1_genomic
Stenotrophomonas_rhizophila	GCF_001704155.1_ASM170415v1_genomic
Stenotrophomonas_terrae	GCF_001431465.1_ASM143146v1_genomic
Streptobacillus_felis	GCF_001559775.1_ASM155977v1_genomic
Streptobacillus_hongkongensis	GCF_001559795.1_ASM155979v1_genomic
Streptobacillus_notomytis	GCF_001902575.1_ASM190257v1_genomic
Streptobacillus_ratti	GCF_001891165.1_ASM189116v1_genomic
Streptococcus_acidominimus	GCF_900187245.1_51470_D02_genomic
Streptococcus_agalactiae	GCF_000007265.1_ASM726v1_genomic
Streptococcus_anginosus	GCF_000463505.1_ASM46350v1_genomic
